data;id_venda;filial;vendedor;produto;cliente_nome;cliente_genero;forma_pagamento
2025-04-30 10:29:22.005996;4638;Santo André;Bruno Rocha;Notebook i5 8GB SSD 512GB;Dorothy Booker;feminino;credito
2025-04-30 10:41:58.286835;4639;Osasco;Lucas Lima;"Smart TV 50"" 4K";Gene Searfoss;masculino;credito
2025-04-30 11:09:03.923468;4640;São Paulo;Maria Souza;Smartphone 5G 128GB;Heather Bernard;feminino;credito
2025-04-30 11:42:47.991104;4641;São Bernardo do Campo;Carla Pereira;Smartphone 5G 128GB;David Patterson;masculino;credito
2025-04-30 12:43:22.022219;4642;Osasco;Juliana Costa;Smartphone 5G 128GB;Paula Sisson;feminino;credito
2025-04-30 14:45:17.988294;4643;São Paulo;Maria Souza;Smartphone 5G 128GB;Carrol Rybka;masculino;credito
2025-04-30 15:47:46.377546;4644;Santo André;Bruno Rocha;Caixa de Som Bluetooth;Albert Mueller;masculino;credito
2025-04-30 16:28:55.790044;4645;São Bernardo do Campo;Carla Pereira;Caixa de Som Bluetooth;Annie Pfeiffer;feminino;credito
2025-05-01 07:20:04.702733;4646;São Paulo;Maria Souza;"Smart TV 50"" 4K";Sandra Singer;feminino;boleto
2025-05-01 08:35:58.400756;4647;São Paulo;Maria Souza;Caixa de Som Bluetooth;James Weaver;masculino;credito
2025-05-01 10:01:07.592347;4648;São Paulo;Maria Souza;Notebook i5 8GB SSD 512GB;Myra Bermeo;feminino;credito
2025-05-01 10:40:01.990867;4649;Osasco;Lucas Lima;Smartphone 5G 128GB;Candace Koehler;feminino;credito
2025-05-01 11:21:02.942099;4650;São Bernardo do Campo;Marcos Fernandes;Caixa de Som Bluetooth;Eric Johnson;masculino;dinheiro
2025-05-01 11:47:00.026635;4651;Santo André;Patrícia Gomes;Smartphone 5G 128GB;Michael Brown;masculino;boleto
2025-05-01 13:17:11.137111;4652;São Paulo;Maria Souza;Smartphone 5G 128GB;Lisette Hines;feminino;credito
2025-05-01 14:30:53.055985;4653;São Bernardo do Campo;Marcos Fernandes;"Smart TV 50"" 4K";Jack Mcdonald;masculino;credito
2025-05-01 15:21:58.963702;4654;Santo André;Bruno Rocha;Smartphone 5G 128GB;Ronald Maldonado;masculino;boleto
2025-05-01 17:25:51.090061;4655;Osasco;Juliana Costa;Smartphone 5G 128GB;Celeste Overton;feminino;credito
2025-05-02 09:10:47.592006;4656;Diadema;Fernanda Ribeiro;"Smart TV 50"" 4K";Jack Fiske;masculino;credito
2025-05-02 09:58:59.346680;4657;Osasco;Lucas Lima;Smartphone 5G 128GB;Donna Williams;feminino;credito
2025-05-02 12:02:45.728578;4658;Diadema;Rafael Alves;Notebook i5 8GB SSD 512GB;Rosa Watts;feminino;credito
2025-05-02 12:47:00.515400;4659;Diadema;Fernanda Ribeiro;Smartphone 5G 128GB;Elsa Goettle;feminino;credito
2025-05-02 13:14:47.776472;4660;Osasco;Lucas Lima;Caixa de Som Bluetooth;Juan Bade;masculino;credito
2025-05-03 06:40:44.373318;4661;Diadema;Fernanda Ribeiro;Notebook i5 8GB SSD 512GB;Janice Fulkerson;feminino;credito
2025-05-03 06:49:47.998590;4662;Osasco;Lucas Lima;Notebook i5 8GB SSD 512GB;James Johnson;masculino;pix
2025-05-03 07:37:12.078396;4663;Guarulhos;Pedro Santos;Smartphone 5G 128GB;Thomas Acosta;masculino;boleto
2025-05-03 09:52:45.009332;4664;Santo André;Patrícia Gomes;"Smart TV 50"" 4K";Ben Carroll;masculino;pix
2025-05-03 12:54:21.281447;4665;Santo André;Bruno Rocha;"Smart TV 50"" 4K";Margaret Burton;feminino;credito
2025-05-03 13:09:13.265704;4666;Guarulhos;Ana Oliveira;Notebook i5 8GB SSD 512GB;Vincent Lemieux;masculino;credito
2025-05-03 13:45:18.244082;4667;São Bernardo do Campo;Marcos Fernandes;Notebook i5 8GB SSD 512GB;Adan Handley;masculino;credito
2025-05-03 15:28:02.188008;4668;Osasco;Lucas Lima;Smartphone 5G 128GB;Maria Holmes;feminino;credito
2025-05-03 15:31:19.793173;4669;São Bernardo do Campo;Carla Pereira;Smartphone 5G 128GB;Audrey Kleist;feminino;credito
2025-05-03 16:43:09.983761;4670;Diadema;Rafael Alves;Smartphone 5G 128GB;Lizeth Ladd;feminino;credito
2025-05-03 16:48:48.618220;4671;São Bernardo do Campo;Carla Pereira;Notebook i5 8GB SSD 512GB;Steven Cesena;masculino;debito
2025-05-04 09:18:06.674520;4672;Guarulhos;Pedro Santos;Notebook i5 8GB SSD 512GB;Rodney Dawkins;masculino;credito
2025-05-04 09:23:15.664615;4673;São Paulo;Maria Souza;Smartphone 5G 128GB;Clifford Appleton;masculino;dinheiro
2025-05-04 09:38:02.704100;4674;São Bernardo do Campo;Marcos Fernandes;Smartphone 5G 128GB;Richard Bentley;masculino;debito
2025-05-04 13:07:18.734125;4675;Santo André;Patrícia Gomes;Caixa de Som Bluetooth;Aaron Keeling;masculino;dinheiro
2025-05-04 16:04:51.098231;4676;Osasco;Juliana Costa;"Smart TV 50"" 4K";Alan Gardner;masculino;credito
2025-05-04 17:08:01.004879;4677;São Bernardo do Campo;Carla Pereira;Notebook i5 8GB SSD 512GB;Shirley Byker;feminino;credito
2025-05-05 06:59:20.170130;4678;Santo André;Patrícia Gomes;Smartphone 5G 128GB;Jasmine Caceres;feminino;boleto
2025-05-05 07:12:00.355407;4679;Osasco;Juliana Costa;Smartphone 5G 128GB;Linda Cataline;feminino;credito
2025-05-05 09:30:02.097057;4680;São Paulo;João Silva;"Smart TV 50"" 4K";Frederick Baise;masculino;credito
2025-05-05 10:14:04.289630;4681;São Paulo;Maria Souza;Caixa de Som Bluetooth;Reta Rodriquez;feminino;credito
2025-05-05 10:32:59.067000;4682;Guarulhos;Pedro Santos;"Smart TV 50"" 4K";William Jones;masculino;credito
2025-05-05 10:49:07.691144;4683;Diadema;Rafael Alves;Smartphone 5G 128GB;Shirlene Goldman;feminino;credito
2025-05-05 11:58:03.824201;4684;Guarulhos;Pedro Santos;Notebook i5 8GB SSD 512GB;Frank Kelly;masculino;debito
2025-05-05 13:17:55.664622;4685;São Bernardo do Campo;Marcos Fernandes;Notebook i5 8GB SSD 512GB;Eric Jones;masculino;credito
2025-05-05 17:17:51.973204;4686;Santo André;Bruno Rocha;Smartphone 5G 128GB;Sandra Kwon;feminino;credito
2025-05-05 17:27:02.419534;4687;Diadema;Rafael Alves;Caixa de Som Bluetooth;Chris Hatten;masculino;boleto
2025-05-06 07:40:47.800207;4688;Diadema;Rafael Alves;Smartphone 5G 128GB;Bryan Daugherty;masculino;dinheiro
2025-05-06 09:10:04.757416;4689;São Bernardo do Campo;Carla Pereira;Smartphone 5G 128GB;Ann Jimenez;feminino;debito
2025-05-06 09:13:15.251506;4690;São Bernardo do Campo;Marcos Fernandes;Notebook i5 8GB SSD 512GB;Debra Cincotta;feminino;credito
2025-05-06 09:47:46.418987;4691;São Paulo;Maria Souza;Smartphone 5G 128GB;Edward Fernandes;masculino;credito
2025-05-06 10:58:45.364370;4692;Osasco;Lucas Lima;Smartphone 5G 128GB;Brenda Stanley;feminino;credito
2025-05-06 11:47:08.450725;4693;Guarulhos;Ana Oliveira;Notebook i5 8GB SSD 512GB;Samuel Hansen;masculino;pix
2025-05-06 11:48:09.340384;4694;São Bernardo do Campo;Marcos Fernandes;Caixa de Som Bluetooth;Brian Hill;masculino;credito
2025-05-06 12:19:12.283313;4695;Diadema;Rafael Alves;Notebook i5 8GB SSD 512GB;Richard Busby;masculino;credito
2025-05-06 13:24:58.025861;4696;Santo André;Patrícia Gomes;Smartphone 5G 128GB;Reginald Maness;masculino;pix
2025-05-06 15:23:51.584488;4697;Guarulhos;Ana Oliveira;"Smart TV 50"" 4K";Brenda Dunford;feminino;credito
2025-05-06 15:25:14.054842;4698;Guarulhos;Pedro Santos;Caixa de Som Bluetooth;Kenneth Spurlin;masculino;credito
2025-05-06 16:26:57.097513;4699;São Bernardo do Campo;Marcos Fernandes;Smartphone 5G 128GB;Frank Haggard;masculino;debito
2025-05-06 17:10:50.319315;4700;Guarulhos;Ana Oliveira;Notebook i5 8GB SSD 512GB;Rosa Mccarthy;feminino;credito
2025-05-07 08:51:52.424691;4701;Santo André;Bruno Rocha;Caixa de Som Bluetooth;David Quintero;masculino;credito
2025-05-07 10:38:59.537483;4702;Osasco;Juliana Costa;"Smart TV 50"" 4K";Wayne Williams;masculino;credito
2025-05-07 13:29:14.670581;4703;São Paulo;João Silva;Smartphone 5G 128GB;Robert Morris;masculino;credito
2025-05-07 14:40:47.587528;4704;Santo André;Bruno Rocha;Caixa de Som Bluetooth;Andrew Swift;masculino;credito
2025-05-07 16:52:12.553436;4705;Guarulhos;Ana Oliveira;"Smart TV 50"" 4K";Ann Montalbo;feminino;credito
2025-05-08 06:57:58.350956;4706;Guarulhos;Ana Oliveira;"Smart TV 50"" 4K";Sandra Ponce;feminino;credito
2025-05-08 08:21:06.223584;4707;Osasco;Lucas Lima;Notebook i5 8GB SSD 512GB;Clair Morris;masculino;pix
2025-05-08 10:41:55.568206;4708;Diadema;Rafael Alves;Notebook i5 8GB SSD 512GB;Billy Leister;masculino;credito
2025-05-08 13:28:12.832661;4709;Osasco;Juliana Costa;"Smart TV 50"" 4K";Constance Day;feminino;credito
2025-05-08 15:04:48.790810;4710;São Paulo;Maria Souza;"Smart TV 50"" 4K";Antonio Hilliard;masculino;credito
2025-05-08 15:28:06.404035;4711;São Bernardo do Campo;Marcos Fernandes;Notebook i5 8GB SSD 512GB;Myron Graves;masculino;credito
2025-05-08 15:34:52.537913;4712;Guarulhos;Ana Oliveira;Notebook i5 8GB SSD 512GB;Elizabeth Wallen;feminino;credito
2025-05-08 15:56:46.792974;4713;Diadema;Fernanda Ribeiro;Smartphone 5G 128GB;Autumn Burlin;feminino;pix
2025-05-09 09:49:58.348949;4714;Osasco;Lucas Lima;Caixa de Som Bluetooth;Robin Carrasco;feminino;credito
2025-05-09 10:01:51.983371;4715;Santo André;Bruno Rocha;Notebook i5 8GB SSD 512GB;John Williams;masculino;pix
2025-05-09 10:15:15.132320;4716;São Bernardo do Campo;Carla Pereira;Smartphone 5G 128GB;Brandon Satterfield;masculino;credito
2025-05-09 10:21:44.304244;4717;Santo André;Patrícia Gomes;Caixa de Som Bluetooth;Marquita Dahl;feminino;debito
2025-05-09 13:10:57.877896;4718;São Bernardo do Campo;Carla Pereira;Caixa de Som Bluetooth;Alice Robinson;feminino;dinheiro
2025-05-09 15:00:08.902755;4719;Santo André;Bruno Rocha;Caixa de Som Bluetooth;Julio Goldsmith;masculino;credito
2025-05-09 15:35:21.840822;4720;Osasco;Lucas Lima;Smartphone 5G 128GB;Raymond Thomas;masculino;credito
2025-05-10 07:11:59.993966;4721;São Bernardo do Campo;Marcos Fernandes;Smartphone 5G 128GB;Martha Mosby;feminino;credito
2025-05-10 07:35:50.796337;4722;Diadema;Rafael Alves;Notebook i5 8GB SSD 512GB;Wayne Bagby;masculino;boleto
2025-05-10 08:49:54.955382;4723;Diadema;Fernanda Ribeiro;Notebook i5 8GB SSD 512GB;Jose Glover;masculino;debito
2025-05-10 09:45:50.040331;4724;São Paulo;João Silva;Notebook i5 8GB SSD 512GB;Eric Gorman;masculino;debito
2025-05-10 11:24:02.942099;4725;São Paulo;Maria Souza;Caixa de Som Bluetooth;Edith Chapman;feminino;boleto
2025-05-10 12:38:55.761333;4726;Guarulhos;Pedro Santos;Notebook i5 8GB SSD 512GB;Clarence Hamrick;masculino;credito
2025-05-10 13:52:52.975517;4727;Guarulhos;Pedro Santos;Caixa de Som Bluetooth;Krista Alliston;feminino;pix
2025-05-10 16:18:02.129859;4728;São Bernardo do Campo;Marcos Fernandes;Caixa de Som Bluetooth;Emma Fleming;feminino;credito
2025-05-10 16:21:58.527409;4729;Santo André;Bruno Rocha;"Smart TV 50"" 4K";Gloria King;feminino;credito
2025-05-10 17:07:10.270954;4730;São Paulo;Maria Souza;"Smart TV 50"" 4K";Joni Allee;feminino;credito
2025-05-11 07:35:20.363140;4731;Diadema;Fernanda Ribeiro;Smartphone 5G 128GB;Renita Martinez;feminino;credito
2025-05-11 08:23:49.936658;4732;Santo André;Bruno Rocha;Smartphone 5G 128GB;Ryan Ferrell;masculino;credito
2025-05-11 10:13:46.091497;4733;Guarulhos;Pedro Santos;"Smart TV 50"" 4K";Victor Adams;masculino;boleto
2025-05-11 10:13:57.197494;4734;Santo André;Bruno Rocha;Caixa de Som Bluetooth;Maggie Jenkins;feminino;credito
2025-05-11 10:41:57.877896;4735;Guarulhos;Pedro Santos;Smartphone 5G 128GB;Matthew Campbell;masculino;boleto
2025-05-11 14:27:19.801061;4736;São Paulo;Maria Souza;Notebook i5 8GB SSD 512GB;Joan Palmer;feminino;credito
2025-05-11 15:01:47.644249;4737;São Bernardo do Campo;Carla Pereira;Notebook i5 8GB SSD 512GB;Nellie Smith;feminino;debito
2025-05-11 16:30:48.707595;4738;Guarulhos;Pedro Santos;Caixa de Som Bluetooth;Jean Abuaita;feminino;dinheiro
2025-05-12 09:40:15.210601;4739;Osasco;Juliana Costa;Notebook i5 8GB SSD 512GB;Melissa Vidinha;feminino;credito
2025-05-12 10:40:56.358610;4740;Diadema;Fernanda Ribeiro;Caixa de Som Bluetooth;Murray Heady;masculino;credito
2025-05-12 13:09:45.866337;4741;Diadema;Rafael Alves;"Smart TV 50"" 4K";Shane Sansoucie;masculino;credito
2025-05-12 14:06:05.970724;4742;Santo André;Bruno Rocha;Caixa de Som Bluetooth;Kelly Brooke;feminino;credito
2025-05-12 16:47:54.210242;4743;Osasco;Juliana Costa;"Smart TV 50"" 4K";Yuki Virgo;feminino;credito
2025-05-13 11:40:02.543712;4744;São Bernardo do Campo;Carla Pereira;Smartphone 5G 128GB;Sterling Sanchez;masculino;credito
2025-05-13 12:27:00.803449;4745;São Bernardo do Campo;Marcos Fernandes;Smartphone 5G 128GB;Ricky Murphy;masculino;credito
2025-05-13 13:49:49.581412;4746;Guarulhos;Pedro Santos;Notebook i5 8GB SSD 512GB;Rachel Burke;feminino;boleto
2025-05-13 16:10:59.725139;4747;Diadema;Fernanda Ribeiro;"Smart TV 50"" 4K";Michael Moulton;masculino;credito
2025-05-14 07:46:58.512824;4748;São Bernardo do Campo;Carla Pereira;Caixa de Som Bluetooth;Timothy Ealy;masculino;credito
2025-05-14 08:07:13.839934;4749;Osasco;Juliana Costa;Smartphone 5G 128GB;Marian Clark;feminino;credito
2025-05-14 08:28:49.336425;4750;Osasco;Lucas Lima;Smartphone 5G 128GB;Quinton Leef;masculino;boleto
2025-05-14 11:30:00.474545;4751;São Bernardo do Campo;Marcos Fernandes;"Smart TV 50"" 4K";Kimberly Brink;feminino;dinheiro
2025-05-14 12:15:17.414453;4752;São Paulo;João Silva;Notebook i5 8GB SSD 512GB;Heidi Carroll;feminino;credito
2025-05-14 12:44:06.822827;4753;Osasco;Lucas Lima;Smartphone 5G 128GB;Helen Keene;feminino;boleto
2025-05-14 12:52:00.507375;4754;Santo André;Bruno Rocha;Notebook i5 8GB SSD 512GB;David Brown;masculino;credito
2025-05-14 14:58:21.732944;4755;Diadema;Fernanda Ribeiro;"Smart TV 50"" 4K";Robert Reilly;masculino;credito
2025-05-15 07:07:51.263443;4756;Santo André;Bruno Rocha;Notebook i5 8GB SSD 512GB;Avis Gray;feminino;boleto
2025-05-15 07:25:06.384453;4757;Diadema;Fernanda Ribeiro;Caixa de Som Bluetooth;Stephan Lewis;masculino;credito
2025-05-15 08:24:02.499739;4758;Osasco;Lucas Lima;Caixa de Som Bluetooth;Deborah Vogel;feminino;credito
2025-05-15 17:12:49.294533;4759;Diadema;Rafael Alves;Caixa de Som Bluetooth;Gary Edwards;masculino;credito
2025-05-16 07:32:02.215413;4760;Osasco;Lucas Lima;Caixa de Som Bluetooth;Elizabeth Collins;feminino;credito
2025-05-16 08:13:18.451910;4761;São Paulo;Maria Souza;Caixa de Som Bluetooth;Marie Wiese;feminino;credito
2025-05-16 11:53:52.291757;4762;Santo André;Bruno Rocha;"Smart TV 50"" 4K";Gail Harris;feminino;boleto
2025-05-16 12:41:03.635829;4763;Santo André;Patrícia Gomes;Smartphone 5G 128GB;Leda Onell;feminino;credito
2025-05-16 15:37:15.202124;4764;Osasco;Lucas Lima;Smartphone 5G 128GB;Betty Lam;feminino;credito
2025-05-17 07:14:45.542216;4765;Guarulhos;Pedro Santos;Caixa de Som Bluetooth;Barbara Nicholas;feminino;credito
2025-05-17 08:06:02.375963;4766;Guarulhos;Pedro Santos;Notebook i5 8GB SSD 512GB;Maria Gallagher;feminino;credito
2025-05-17 08:08:50.608588;4767;Guarulhos;Pedro Santos;"Smart TV 50"" 4K";William Worrell;masculino;pix
2025-05-17 08:33:54.661947;4768;Guarulhos;Pedro Santos;"Smart TV 50"" 4K";Donald Errington;masculino;boleto
2025-05-17 08:41:09.035746;4769;Diadema;Fernanda Ribeiro;"Smart TV 50"" 4K";Teresa Rappa;feminino;credito
2025-05-17 09:36:47.957975;4770;São Bernardo do Campo;Marcos Fernandes;Smartphone 5G 128GB;Joanne Paparo;feminino;dinheiro
2025-05-17 11:03:03.280855;4771;Diadema;Fernanda Ribeiro;Caixa de Som Bluetooth;Dominick Elman;masculino;debito
2025-05-17 13:38:03.332210;4772;São Paulo;João Silva;Caixa de Som Bluetooth;Nelson Gregory;masculino;credito
2025-05-17 14:38:09.766872;4773;Santo André;Patrícia Gomes;Notebook i5 8GB SSD 512GB;Casey Smith;masculino;pix
2025-05-17 15:18:09.333603;4774;Osasco;Juliana Costa;Smartphone 5G 128GB;Robert Campos;masculino;credito
2025-05-18 09:14:12.685115;4775;Diadema;Fernanda Ribeiro;Smartphone 5G 128GB;John Sparano;masculino;credito
2025-05-18 09:17:10.867126;4776;Guarulhos;Ana Oliveira;"Smart TV 50"" 4K";Myrtle Birdwell;feminino;credito
2025-05-18 11:52:46.235823;4777;Osasco;Juliana Costa;"Smart TV 50"" 4K";Emmanuel Kemp;masculino;boleto
2025-05-18 12:09:53.149349;4778;Diadema;Rafael Alves;Smartphone 5G 128GB;Mario Wagner;masculino;credito
2025-05-18 13:38:07.524537;4779;São Paulo;Maria Souza;Notebook i5 8GB SSD 512GB;Francine Lessard;feminino;pix
2025-05-18 14:39:16.646125;4780;Diadema;Fernanda Ribeiro;Smartphone 5G 128GB;Jerri Harrell;feminino;credito
2025-05-18 15:09:16.232116;4781;Santo André;Patrícia Gomes;Smartphone 5G 128GB;Mildred Davis;feminino;credito
2025-05-18 15:54:54.392403;4782;Diadema;Fernanda Ribeiro;Caixa de Som Bluetooth;Kevin Valdez;masculino;credito
2025-05-18 15:56:02.452737;4783;São Bernardo do Campo;Marcos Fernandes;Notebook i5 8GB SSD 512GB;Edward Estrada;masculino;credito
2025-05-18 16:37:57.488883;4784;São Paulo;Maria Souza;"Smart TV 50"" 4K";Mario Williams;masculino;credito
2025-05-18 16:56:18.650759;4785;Santo André;Bruno Rocha;Caixa de Som Bluetooth;Christopher Smith;masculino;credito
2025-05-18 17:29:08.695198;4786;Osasco;Juliana Costa;Caixa de Som Bluetooth;Jerlene Dunn;feminino;credito
2025-05-19 06:48:12.743975;4787;Diadema;Fernanda Ribeiro;"Smart TV 50"" 4K";Janet Brady;feminino;credito
2025-05-19 07:40:16.620476;4788;Diadema;Rafael Alves;"Smart TV 50"" 4K";Glen Reagan;masculino;credito
2025-05-19 09:04:45.328461;4789;Guarulhos;Ana Oliveira;"Smart TV 50"" 4K";John Gilbertson;masculino;debito
2025-05-19 10:27:18.742533;4790;Santo André;Bruno Rocha;Smartphone 5G 128GB;Edgar Cary;masculino;boleto
2025-05-19 10:40:10.705706;4791;Guarulhos;Ana Oliveira;Caixa de Som Bluetooth;Dennis Stevens;masculino;credito
2025-05-19 17:34:18.087293;4792;Osasco;Lucas Lima;Smartphone 5G 128GB;Dora Waters;feminino;pix
2025-05-20 08:41:08.292642;4793;Diadema;Rafael Alves;Caixa de Som Bluetooth;Ruth Ratterman;feminino;credito
2025-05-20 09:05:47.443160;4794;São Paulo;Maria Souza;"Smart TV 50"" 4K";Joe Collins;masculino;credito
2025-05-20 10:24:19.521634;4795;São Paulo;Maria Souza;Smartphone 5G 128GB;John Quiroga;masculino;credito
2025-05-20 11:48:11.860947;4796;Guarulhos;Ana Oliveira;Smartphone 5G 128GB;Holly Kendrick;feminino;boleto
2025-05-20 11:57:57.438504;4797;Diadema;Fernanda Ribeiro;Caixa de Som Bluetooth;Denise Stiles;feminino;credito
2025-05-20 14:17:08.935791;4798;Diadema;Fernanda Ribeiro;Notebook i5 8GB SSD 512GB;Andrew Benson;masculino;dinheiro
2025-05-21 07:20:02.902598;4799;Diadema;Rafael Alves;Caixa de Som Bluetooth;Rose Pearson;feminino;credito
2025-05-21 08:41:09.060940;4800;Osasco;Lucas Lima;Caixa de Som Bluetooth;Christy Kaman;feminino;credito
2025-05-21 09:46:06.223584;4801;Diadema;Fernanda Ribeiro;Notebook i5 8GB SSD 512GB;Mary Neely;feminino;credito
2025-05-21 11:00:20.080496;4802;São Paulo;João Silva;Caixa de Som Bluetooth;Tammy Frankel;feminino;credito
2025-05-21 13:00:02.634373;4803;São Paulo;Maria Souza;Smartphone 5G 128GB;Raymond Lyons;masculino;credito
2025-05-21 13:03:21.240185;4804;Guarulhos;Pedro Santos;"Smart TV 50"" 4K";Douglas Treadway;masculino;debito
2025-05-21 13:20:21.939539;4805;Diadema;Rafael Alves;Smartphone 5G 128GB;Timothy Gantt;masculino;debito
2025-05-21 15:39:51.758210;4806;São Bernardo do Campo;Carla Pereira;Notebook i5 8GB SSD 512GB;Henry Tornatore;masculino;credito
2025-05-22 07:09:52.389627;4807;São Bernardo do Campo;Carla Pereira;Notebook i5 8GB SSD 512GB;Sue Lopez;feminino;credito
2025-05-22 07:41:08.653798;4808;Santo André;Patrícia Gomes;"Smart TV 50"" 4K";Mitchell Derrico;masculino;credito
2025-05-22 10:56:46.510583;4809;Santo André;Bruno Rocha;"Smart TV 50"" 4K";Sharon Matzke;feminino;credito
2025-05-22 11:53:13.534410;4810;Osasco;Lucas Lima;"Smart TV 50"" 4K";Vicki Dedeke;feminino;pix
2025-05-22 12:04:02.402943;4811;São Paulo;Maria Souza;Smartphone 5G 128GB;Gene Diebold;masculino;credito
2025-05-22 13:09:53.872441;4812;Guarulhos;Pedro Santos;"Smart TV 50"" 4K";Beryl Noreen;feminino;dinheiro
2025-05-22 13:29:47.809146;4813;São Paulo;João Silva;"Smart TV 50"" 4K";Ella Vanakin;feminino;credito
2025-05-22 14:02:13.507688;4814;Guarulhos;Pedro Santos;Notebook i5 8GB SSD 512GB;Karen Pedersen;feminino;pix
2025-05-22 15:37:58.957683;4815;Santo André;Patrícia Gomes;Caixa de Som Bluetooth;Alice Rogers;feminino;debito
2025-05-22 15:54:02.220341;4816;Guarulhos;Ana Oliveira;Smartphone 5G 128GB;Kendrick Davidson;masculino;boleto
2025-05-22 16:36:15.638916;4817;Osasco;Juliana Costa;Notebook i5 8GB SSD 512GB;Adam Yancey;masculino;debito
2025-05-22 16:49:45.016100;4818;Santo André;Patrícia Gomes;Notebook i5 8GB SSD 512GB;Michelle Goulding;feminino;credito
2025-05-23 07:00:47.275830;4819;São Paulo;Maria Souza;Notebook i5 8GB SSD 512GB;Brenda Marana;feminino;dinheiro
2025-05-23 07:19:53.239697;4820;Diadema;Fernanda Ribeiro;"Smart TV 50"" 4K";Katherine Kuker;feminino;credito
2025-05-23 07:52:44.994097;4821;São Paulo;Maria Souza;"Smart TV 50"" 4K";Sung Tyson;masculino;credito
2025-05-23 08:37:00.310898;4822;Santo André;Patrícia Gomes;Notebook i5 8GB SSD 512GB;Virginia Atterberry;feminino;dinheiro
2025-05-23 08:37:06.534467;4823;São Paulo;João Silva;Caixa de Som Bluetooth;Dennis Purser;masculino;credito
2025-05-23 10:52:09.836054;4824;Santo André;Bruno Rocha;Notebook i5 8GB SSD 512GB;Maureen Nguyen;feminino;credito
2025-05-23 11:01:21.972651;4825;Guarulhos;Pedro Santos;Caixa de Som Bluetooth;Michael Reaume;masculino;credito
2025-05-23 11:32:06.996491;4826;São Bernardo do Campo;Carla Pereira;Notebook i5 8GB SSD 512GB;Joann Morrison;feminino;dinheiro
2025-05-23 11:58:58.957683;4827;Osasco;Juliana Costa;Smartphone 5G 128GB;Noel Xiong;masculino;credito
2025-05-23 12:26:49.577313;4828;Guarulhos;Ana Oliveira;Smartphone 5G 128GB;Jacob Olson;masculino;credito
2025-05-23 13:36:11.546475;4829;Diadema;Rafael Alves;Smartphone 5G 128GB;Emma Davis;feminino;credito
2025-05-23 16:34:11.399770;4830;São Paulo;Maria Souza;Smartphone 5G 128GB;Stephan Huard;masculino;dinheiro
2025-05-23 16:48:47.028056;4831;Guarulhos;Ana Oliveira;Notebook i5 8GB SSD 512GB;Philip Brown;masculino;credito
2025-05-24 08:43:15.820923;4832;Diadema;Rafael Alves;Smartphone 5G 128GB;Charles Heath;masculino;boleto
2025-05-24 09:01:58.529418;4833;São Paulo;João Silva;"Smart TV 50"" 4K";Stephen Klein;masculino;boleto
2025-05-24 09:26:12.727398;4834;Santo André;Bruno Rocha;"Smart TV 50"" 4K";Gregory Harrison;masculino;credito
2025-05-24 11:24:02.777761;4835;Diadema;Rafael Alves;Caixa de Som Bluetooth;Lori Dye;feminino;credito
2025-05-24 11:29:20.230469;4836;São Bernardo do Campo;Marcos Fernandes;Smartphone 5G 128GB;Gayle Mitchell;feminino;boleto
2025-05-24 12:48:03.472213;4837;Diadema;Fernanda Ribeiro;Notebook i5 8GB SSD 512GB;Sandra Macleod;feminino;credito
2025-05-24 13:30:53.149349;4838;São Bernardo do Campo;Marcos Fernandes;Notebook i5 8GB SSD 512GB;Cheryl Walker;feminino;credito
2025-05-24 14:49:55.948891;4839;São Paulo;João Silva;"Smart TV 50"" 4K";Ella Graves;feminino;credito
2025-05-24 16:49:58.480173;4840;São Bernardo do Campo;Carla Pereira;Notebook i5 8GB SSD 512GB;John Coates;masculino;pix
2025-05-25 07:17:52.678020;4841;Guarulhos;Pedro Santos;Notebook i5 8GB SSD 512GB;Thomas Alaibilla;masculino;credito
2025-05-25 07:21:46.986802;4842;Guarulhos;Pedro Santos;Caixa de Som Bluetooth;Derek Baer;masculino;debito
2025-05-25 11:58:05.372013;4843;Diadema;Rafael Alves;Smartphone 5G 128GB;Katie Hamm;feminino;credito
2025-05-25 12:28:13.188361;4844;Guarulhos;Pedro Santos;Smartphone 5G 128GB;Mark Mccarter;masculino;credito
2025-05-25 13:52:54.922621;4845;São Paulo;João Silva;Caixa de Som Bluetooth;Renee Brandon;feminino;dinheiro
2025-05-25 14:48:03.397202;4846;Santo André;Bruno Rocha;Notebook i5 8GB SSD 512GB;Mia Randle;feminino;credito
2025-05-25 16:43:13.617851;4847;Guarulhos;Ana Oliveira;Caixa de Som Bluetooth;Eric Corrieri;masculino;credito
2025-05-25 17:16:45.366377;4848;Santo André;Patrícia Gomes;"Smart TV 50"" 4K";Derrick Winbush;masculino;credito
2025-05-26 06:42:18.230558;4849;São Bernardo do Campo;Marcos Fernandes;Smartphone 5G 128GB;James Binkley;masculino;credito
2025-05-26 06:47:59.609437;4850;Santo André;Bruno Rocha;Notebook i5 8GB SSD 512GB;Chris Thomas;masculino;credito
2025-05-26 07:32:11.747158;4851;Diadema;Fernanda Ribeiro;Notebook i5 8GB SSD 512GB;James Joecks;masculino;credito
2025-05-26 11:22:03.438639;4852;São Paulo;João Silva;Notebook i5 8GB SSD 512GB;Darrel Bradford;masculino;credito
2025-05-26 11:40:03.718895;4853;Santo André;Patrícia Gomes;Caixa de Som Bluetooth;Beth Wallace;feminino;debito
